schema_version,fuel_id,airport_id,fuel_type,availability_raw,grade_or_detail,price_raw_text,other_fuels_raw,source,source_checked_at,data_checked_at
1.2,LOAN:JET_A1:AIPAERO,LOAN,JET_A1,Ja,Jet A-1,,,https://aip.aero/at/en/vfr/?LOAN,2026-08-17,2026-08-17
1.2,LOAN:AVGAS:AIPAERO,LOAN,AVGAS,Ja,AVGAS 100LL,,,https://aip.aero/at/en/vfr/?LOAN,2026-08-17,2026-08-17
1.2,LOIH:JET_A1:AIPAERO,LOIH,JET_A1,Ja,Jet A-1,,,https://aip.aero/at/en/vfr/?LOIH,2026-08-17,2026-08-17
1.2,LOKL:JET_A1:AIPAERO,LOKL,JET_A1,Ja,"Super PLUS, AVGAS, Jet A-1",,,https://aip.aero/at/en/vfr/?LOKL,2026-08-17,2026-08-17
1.2,LOWK:JET_A1:AIPAERO,LOWK,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/at/en/vfr/?LOWK,2026-08-17,2026-08-17
1.2,LSGL:JET_A1:AIPAERO,LSGL,JET_A1,Ja,"AVGAS, Jet A-1, AVGAS UL91",,,https://aip.aero/ch/en/vfr/?LSGL,2026-08-17,2026-08-17
1.2,LSGN:JET_A1:AIPAERO,LSGN,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSGN,2026-08-17,2026-08-17
1.2,LSGR:JET_A1:AIPAERO,LSGR,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSGR,2026-08-17,2026-08-17
1.2,LSGS:JET_A1:AIPAERO,LSGS,JET_A1,Ja,"AVGAS, Jet A-1, AVGAS UL91",,,https://aip.aero/ch/en/vfr/?LSGS,2026-08-17,2026-08-17
1.2,LSGT:JET_A1:AIPAERO,LSGT,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSGT,2026-08-17,2026-08-17
1.2,LSGY:JET_A1:AIPAERO,LSGY,JET_A1,Ja,"Super PLUS, AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSGY,2026-08-17,2026-08-17
1.2,LSZA:JET_A1:AIPAERO,LSZA,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSZA,2026-08-17,2026-08-17
1.2,LSZB:JET_A1:AIPAERO,LSZB,JET_A1,Ja,"Super PLUS, AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSZB,2026-08-17,2026-08-17
1.2,LSZG:JET_A1:AIPAERO,LSZG,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSZG,2026-08-17,2026-08-17
1.2,LSZL:JET_A1:AIPAERO,LSZL,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSZL,2026-08-17,2026-08-17
1.2,LSZM:JET_A1:AIPAERO,LSZM,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSZM,2026-08-17,2026-08-17
1.2,LSZR:JET_A1:AIPAERO,LSZR,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/ch/en/vfr/?LSZR,2026-08-17,2026-08-17
