schema_version,fuel_id,airport_id,fuel_type,availability_raw,grade_or_detail,price_raw_text,other_fuels_raw,source,source_checked_at,data_checked_at
1.2,LFRD:MOGAS_SUPER,LFRD,MOGAS_SUPER,Nein,Nein,,,AIP France AD 2 LFRD (dircam) + Carte VAC France Carburant (zwei Quellen),2026-08-02,2026-08-02
1.2,LFRD:UL91,LFRD,UL91,Nein,Nein,,,AIP France AD 2 LFRD (dircam) + Carte VAC France Carburant (zwei Quellen),2026-08-02,2026-08-02
1.2,LFRF:AVGAS,LFRF,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/00",2026-08-02,2026-08-02
1.2,LFRF:MOGAS_SUPER,LFRF,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/00",2026-08-02,2026-08-02
1.2,LFRF:UL91,LFRF,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/00",2026-08-02,2026-08-02
1.2,LFRG:AVGAS,LFRG,AVGAS,Ja,Ja,,,"AIP France AD 2 LFRG (SIA, AIRAC 27-NOV-2025) + dircam MIAC (zwei Quellen)",2026-08-02,2026-08-02
1.2,LFRG:MOGAS_SUPER,LFRG,MOGAS_SUPER,Nein,Nein,,,"AIP France AD 2 LFRG (SIA, AIRAC 27-NOV-2025) + dircam MIAC (zwei Quellen)",2026-08-02,2026-08-02
1.2,LFRG:UL91,LFRG,UL91,Nein,Nein,,,"AIP France AD 2 LFRG (SIA, AIRAC 27-NOV-2025) + dircam MIAC (zwei Quellen)",2026-08-02,2026-08-02
1.2,LFTH:AVGAS,LFTH,AVGAS,Ja,Ja,,,https://www.toulon-hyeres.aeroport.fr/en/business-aviation/business-aviation-1,2026-08-02,2026-08-02
1.2,LFTH:MOGAS_SUPER,LFTH,MOGAS_SUPER,Nein,Nein,,,https://www.toulon-hyeres.aeroport.fr/en/business-aviation/business-aviation-1,2026-08-02,2026-08-02
1.2,LFTH:UL91,LFTH,UL91,Nein,Nein,,,https://www.toulon-hyeres.aeroport.fr/en/business-aviation/business-aviation-1,2026-08-02,2026-08-02
1.2,LIDT:AVGAS,LIDT,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/06",2026-08-02,2026-08-02
1.2,LIDT:MOGAS_SUPER,LIDT,MOGAS_SUPER,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/06",2026-08-02,2026-08-02
1.2,LIDT:UL91,LIDT,UL91,Prüfen,Prüfen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/06",2026-08-02,2026-08-02
1.2,LIEA:AVGAS,LIEA,AVGAS,Nein,Nein,,,fliegen-in-italien.de/sardinien + PPRuNe Sardinien-Threads (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEA:MOGAS_SUPER,LIEA,MOGAS_SUPER,Nein,Nein,,,fliegen-in-italien.de/sardinien + PPRuNe Sardinien-Threads (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEA:UL91,LIEA,UL91,Nein,Nein,,,fliegen-in-italien.de/sardinien + PPRuNe Sardinien-Threads (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEE:AVGAS,LIEE,AVGAS,Ja,Ja,,,fliegen-in-italien.de/sardinien + peter2000.co.uk Sardinien-Reisebericht (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEE:MOGAS_SUPER,LIEE,MOGAS_SUPER,Nein,Nein,,,fliegen-in-italien.de/sardinien + peter2000.co.uk Sardinien-Reisebericht (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEE:UL91,LIEE,UL91,Nein,Nein,,,fliegen-in-italien.de/sardinien + peter2000.co.uk Sardinien-Reisebericht (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEO:AVGAS,LIEO,AVGAS,Ja,Ja,,,eccelsa.com/fbo-services + fliegen-in-italien.de (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEO:MOGAS_SUPER,LIEO,MOGAS_SUPER,Nein,Nein,,,eccelsa.com/fbo-services + fliegen-in-italien.de (zwei Quellen),2026-08-02,2026-08-02
1.2,LIEO:UL91,LIEO,UL91,Nein,Nein,,,eccelsa.com/fbo-services + fliegen-in-italien.de (zwei Quellen),2026-08-02,2026-08-02
1.2,LILQ:AVGAS,LILQ,AVGAS,Ja,Ja,,,it.wikipedia + ENAC Regolamento di Scalo + qnhfly (drei Quellen),2026-08-02,2026-08-02
1.2,LILQ:MOGAS_SUPER,LILQ,MOGAS_SUPER,Nein,Nein,,,it.wikipedia + ENAC Regolamento di Scalo + qnhfly (drei Quellen),2026-08-02,2026-08-02
1.2,LILQ:UL91,LILQ,UL91,Prüfen,Prüfen,,,it.wikipedia + ENAC Regolamento di Scalo + qnhfly (drei Quellen),2026-08-02,2026-08-02
1.2,LIMW:AVGAS,LIMW,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 01/99",2026-08-02,2026-08-02
1.2,LIMW:MOGAS_SUPER,LIMW,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 01/99",2026-08-02,2026-08-02
1.2,LIMW:UL91,LIMW,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 01/99",2026-08-02,2026-08-02
1.2,LIPB:AVGAS,LIPB,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/14",2026-08-02,2026-08-02
1.2,LIPB:MOGAS_SUPER,LIPB,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/14",2026-08-02,2026-08-02
1.2,LIPB:UL91,LIPB,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/14",2026-08-02,2026-08-02
1.2,LIPV:AVGAS,LIPV,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 3.36 EUR/l laut AeroPS,,https://www.aeroportonicelli.com/wp-content/uploads/2021/11/AIP.pdf,2026-08-16,2026-08-16
1.2,LIPV:MOGAS_SUPER,LIPV,MOGAS_SUPER,Nein,Nein,,,https://www.aeroportonicelli.com/wp-content/uploads/2021/11/AIP.pdf,2026-08-02,2026-08-02
1.2,LIPV:UL91,LIPV,UL91,Nein,Nein,,,https://www.aeroportonicelli.com/wp-content/uploads/2021/11/AIP.pdf,2026-08-02,2026-08-02
1.2,LIRJ:AVGAS,LIRJ,AVGAS,Ja,Ja,,,AIP Italia AD 2 LIRJ 1-1 + elbaisland-airport.it + infoelba.net (drei Quellen),2026-08-02,2026-08-02
1.2,LIRJ:MOGAS_SUPER,LIRJ,MOGAS_SUPER,Ja,Ja,,,AIP Italia AD 2 LIRJ 1-1 + elbaisland-airport.it + infoelba.net (drei Quellen),2026-08-02,2026-08-02
1.2,LIRJ:UL91,LIRJ,UL91,Prüfen,Prüfen,,,AIP Italia AD 2 LIRJ 1-1 + elbaisland-airport.it + infoelba.net (drei Quellen),2026-08-02,2026-08-02
1.2,LJBL:AVGAS,LJBL,AVGAS,Prüfen,Prüfen,,,,,2026-08-02
1.2,LJBL:MOGAS_SUPER,LJBL,MOGAS_SUPER,Nein,Nein,,,,,2026-08-02
1.2,LJBL:UL91,LJBL,UL91,Nein,Nein,,,,,2026-08-02
1.2,LJBO:AVGAS,LJBO,AVGAS,Prüfen,Prüfen,,,,2026-08-02,2026-08-02
1.2,LJBO:MOGAS_SUPER,LJBO,MOGAS_SUPER,Prüfen,Prüfen,,,,2026-08-02,2026-08-02
1.2,LJBO:UL91,LJBO,UL91,Prüfen,Prüfen,,,,2026-08-02,2026-08-02
1.2,LJMB:AVGAS,LJMB,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 01/03",2026-08-02,2026-08-02
1.2,LJMB:MOGAS_SUPER,LJMB,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 01/03",2026-08-02,2026-08-02
1.2,LJMB:UL91,LJMB,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 01/03",2026-08-02,2026-08-02
1.2,LJPZ:AVGAS,LJPZ,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/14",2026-08-02,2026-08-02
1.2,LJPZ:MOGAS_SUPER,LJPZ,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/14",2026-08-02,2026-08-02
1.2,LJPZ:UL91,LJPZ,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/14",2026-08-02,2026-08-02
1.2,LKKV:AVGAS,LKKV,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/10",2026-08-02,2026-08-02
1.2,LKKV:MOGAS_SUPER,LKKV,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/10",2026-08-02,2026-08-02
1.2,LKKV:UL91,LKKV,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/10",2026-08-02,2026-08-02
1.2,LOGM:AVGAS,LOGM,AVGAS,Ja,Ja,,,https://de.wikipedia.org/wiki/Flugplatz_Mariazell,2026-08-02,2026-08-02
1.2,LOGM:MOGAS_SUPER,LOGM,MOGAS_SUPER,Ja,Ja,,,https://de.wikipedia.org/wiki/Flugplatz_Mariazell,2026-08-02,2026-08-02
1.2,LOGM:UL91,LOGM,UL91,Prüfen,Prüfen,,,https://de.wikipedia.org/wiki/Flugplatz_Mariazell,2026-08-02,2026-08-02
1.2,LOGO:AVGAS,LOGO,AVGAS,Ja,Ja,,,https://www.fliegermagazin.de/flugplaetze/flugplatz-niederoeblarn-logo/,2026-08-02,2026-08-02
1.2,LOGO:MOGAS_SUPER,LOGO,MOGAS_SUPER,Ja,Ja,,,https://www.fliegermagazin.de/flugplaetze/flugplatz-niederoeblarn-logo/,2026-08-02,2026-08-02
1.2,LOGO:UL91,LOGO,UL91,Prüfen,Prüfen,,,https://www.fliegermagazin.de/flugplaetze/flugplatz-niederoeblarn-logo/,2026-08-02,2026-08-02
1.2,LOIH:AVGAS,LOIH,AVGAS,Ja,Ja,,,fliegen-in-italien.de/sprit + AOPA European Fuel Price Survey (zwei Quellen),2026-08-02,2026-08-02
1.2,LOIH:MOGAS_SUPER,LOIH,MOGAS_SUPER,Ja,Ja,,,fliegen-in-italien.de/sprit + AOPA European Fuel Price Survey (zwei Quellen),2026-08-02,2026-08-02
1.2,LOIH:UL91,LOIH,UL91,Nein,Nein,,,fliegen-in-italien.de/sprit + AOPA European Fuel Price Survey (zwei Quellen),2026-08-02,2026-08-02
1.2,LOIJ:AVGAS,LOIJ,AVGAS,Ja,Ja,,,ulForum Italienflug-Thread + fliegermagazin (zwei Quellen),2026-08-02,2026-08-02
1.2,LOIJ:MOGAS_SUPER,LOIJ,MOGAS_SUPER,Ja,Ja,,,ulForum Italienflug-Thread + fliegermagazin (zwei Quellen),2026-08-02,2026-08-02
1.2,LOIJ:UL91,LOIJ,UL91,Nein,Nein,,,ulForum Italienflug-Thread + fliegermagazin (zwei Quellen),2026-08-02,2026-08-02
1.2,LOKL:AVGAS,LOKL,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/04",2026-08-02,2026-08-02
1.2,LOKL:MOGAS_SUPER,LOKL,MOGAS_SUPER,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/04",2026-08-02,2026-08-02
1.2,LOKL:UL91,LOKL,UL91,Prüfen,Prüfen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/04",2026-08-02,2026-08-02
1.2,LOLU:AVGAS,LOLU,AVGAS,Ja,Ja,,,fliegerclub-traunsee.at/pilots + de.wikipedia + salzkammergut.at (drei Quellen),2026-08-02,2026-08-02
1.2,LOLU:MOGAS_SUPER,LOLU,MOGAS_SUPER,Ja,Ja,,,fliegerclub-traunsee.at/pilots + de.wikipedia + salzkammergut.at (drei Quellen),2026-08-02,2026-08-02
1.2,LOLU:UL91,LOLU,UL91,Prüfen,Prüfen,,,fliegerclub-traunsee.at/pilots + de.wikipedia + salzkammergut.at (drei Quellen),2026-08-02,2026-08-02
1.2,LOSM:AVGAS,LOSM,AVGAS,Ja,AVGAS,AVGAS 1.00 EUR/l laut AeroPS,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/04",2026-08-16,2026-08-16
1.2,LOSM:MOGAS_SUPER,LOSM,MOGAS_SUPER,Ja,MOGAS,MOGAS 1.00 EUR/l laut AeroPS,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/04",2026-08-16,2026-08-16
1.2,LOSM:UL91,LOSM,UL91,Prüfen,Prüfen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 06/04",2026-08-02,2026-08-02
1.2,LOWI:AVGAS,LOWI,AVGAS,Ja,Ja,,,AOPA European Fuel Price Survey + fliegen-in-italien.de/sprit (zwei Quellen),2026-08-02,2026-08-02
1.2,LOWI:MOGAS_SUPER,LOWI,MOGAS_SUPER,Nein,Nein,,,AOPA European Fuel Price Survey + fliegen-in-italien.de/sprit (zwei Quellen),2026-08-02,2026-08-02
1.2,LOWI:UL91,LOWI,UL91,Nein,Nein,,,AOPA European Fuel Price Survey + fliegen-in-italien.de/sprit (zwei Quellen),2026-08-02,2026-08-02
1.2,LOWK:AVGAS,LOWK,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/06",2026-08-02,2026-08-02
1.2,LOWK:MOGAS_SUPER,LOWK,MOGAS_SUPER,offen,offen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/06",2026-08-02,2026-08-02
1.2,LOWK:UL91,LOWK,UL91,offen,offen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/06",2026-08-02,2026-08-02
1.2,LOWS:AVGAS,LOWS,AVGAS,Ja,Ja,,,fliegen-in-italien.de/sprit (eine Quelle - zweite noetig),2026-08-02,2026-08-02
1.2,LOWS:MOGAS_SUPER,LOWS,MOGAS_SUPER,Nein,Nein,,,fliegen-in-italien.de/sprit (eine Quelle - zweite noetig),2026-08-02,2026-08-02
1.2,LOWS:UL91,LOWS,UL91,Nein,Nein,,,fliegen-in-italien.de/sprit (eine Quelle - zweite noetig),2026-08-02,2026-08-02
1.2,LOWZ:AVGAS,LOWZ,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 2.72 EUR/l; Avgas 100 LL 2.02 EUR/l laut AeroPS,,fliegen-in-italien.de/sprit + ulForum + en.wikipedia (drei Quellen),2026-08-16,2026-08-16
1.2,LOWZ:MOGAS_SUPER,LOWZ,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.23 EUR/l laut AeroPS,,fliegen-in-italien.de/sprit + ulForum + en.wikipedia (drei Quellen),2026-08-16,2026-08-16
1.2,LOWZ:UL91,LOWZ,UL91,Nein,Nein,,,fliegen-in-italien.de/sprit + ulForum + en.wikipedia (drei Quellen),2026-08-02,2026-08-02
1.2,LSGL:AVGAS,LSGL,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/08",2026-08-02,2026-08-02
1.2,LSGL:MOGAS_SUPER,LSGL,MOGAS_SUPER,offen,offen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/08",2026-08-02,2026-08-02
1.2,LSGL:UL91,LSGL,UL91,offen,offen,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 04/08",2026-08-02,2026-08-02
1.2,LSGS:AVGAS,LSGS,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 07/05",2026-08-02,2026-08-02
1.2,LSGS:MOGAS_SUPER,LSGS,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 07/05",2026-08-02,2026-08-02
1.2,LSGS:UL91,LSGS,UL91,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 07/05",2026-08-02,2026-08-02
1.2,LSGT:AVGAS,LSGT,AVGAS,Prüfen,Prüfen,,,https://airfield.directory/airfield/LSGT,2026-08-02,2026-08-02
1.2,LSGT:MOGAS_SUPER,LSGT,MOGAS_SUPER,Prüfen,Prüfen,,,https://airfield.directory/airfield/LSGT,2026-08-02,2026-08-02
1.2,LSGT:UL91,LSGT,UL91,Prüfen,Prüfen,,,https://airfield.directory/airfield/LSGT,2026-08-02,2026-08-02
1.2,LSZB:AVGAS,LSZB,AVGAS,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.bernairport.ch/de/,2026-08-03,2026-08-03
1.2,LSZB:MOGAS_SUPER,LSZB,MOGAS_SUPER,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.bernairport.ch/de/,2026-08-03,2026-08-03
1.2,LSZB:UL91,LSZB,UL91,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.bernairport.ch/de/,2026-08-03,2026-08-03
1.2,LSZG:AVGAS,LSZG,AVGAS,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.airport-grenchen.ch/de/piloten/briefing-betriebslage/,2026-08-03,2026-08-03
1.2,LSZG:MOGAS_SUPER,LSZG,MOGAS_SUPER,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.airport-grenchen.ch/de/piloten/briefing-betriebslage/,2026-08-03,2026-08-03
1.2,LSZG:UL91,LSZG,UL91,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.airport-grenchen.ch/de/piloten/briefing-betriebslage/,2026-08-03,2026-08-03
1.2,LSZL:AVGAS,LSZL,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/14",2026-08-02,2026-08-02
1.2,LSZL:MOGAS_SUPER,LSZL,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/14",2026-08-02,2026-08-02
1.2,LSZL:UL91,LSZL,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 09/14",2026-08-02,2026-08-02
1.2,LSZR:AVGAS,LSZR,AVGAS,Ja,Ja,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 07/06",2026-08-02,2026-08-02
1.2,LSZR:MOGAS_SUPER,LSZR,MOGAS_SUPER,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 07/06",2026-08-02,2026-08-02
1.2,LSZR:UL91,LSZR,UL91,Nein,Nein,,,"AOPA/rec.aviation European Fuel Price Survey (tmdg.co.uk), Eintragsdatum je Platz – Eintrag 07/06",2026-08-02,2026-08-02
1.2,EGHJ:AVGAS,EGHJ,AVGAS,Prüfen,Nicht verlässlich verfügbar; nicht darauf planen,,,https://eghj.extremelynice.net/eghj/airfield-details/,2026-08-13,2026-08-13
1.2,EGHJ:MOGAS_SUPER,EGHJ,MOGAS_SUPER,Prüfen,Nicht verlässlich verfügbar; nicht darauf planen,,,https://eghj.extremelynice.net/eghj/airfield-details/,2026-08-13,2026-08-13
1.2,EGHJ:UL91,EGHJ,UL91,Prüfen,Nicht verlässlich verfügbar; nicht darauf planen,,,https://eghj.extremelynice.net/eghj/airfield-details/,2026-08-13,2026-08-13
1.2,EGHF:AVGAS,EGHF,AVGAS,Ja,AVGAS 100LL,,,https://solentairport.com/pilot-briefing/,2026-08-13,2026-08-13
1.2,EGHF:MOGAS_SUPER,EGHF,MOGAS_SUPER,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://solentairport.com/pilot-briefing/,2026-08-13,2026-08-13
1.2,EGHF:UL91,EGHF,UL91,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://solentairport.com/pilot-briefing/,2026-08-13,2026-08-13
1.2,EGMD:AVGAS,EGMD,AVGAS,Ja,AVGAS 100LL,,,https://lyddairport.co.uk/pilot-information/,2026-08-13,2026-08-13
1.2,EGMD:MOGAS_SUPER,EGMD,MOGAS_SUPER,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://lyddairport.co.uk/pilot-information/,2026-08-13,2026-08-13
1.2,EGMD:UL91,EGMD,UL91,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://lyddairport.co.uk/pilot-information/,2026-08-13,2026-08-13
1.2,EGHQ:AVGAS,EGHQ,AVGAS,Ja,AVGAS,,,https://www.flynqy.co.uk/general-aviation/,2026-08-13,2026-08-13
1.2,EGHQ:MOGAS_SUPER,EGHQ,MOGAS_SUPER,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.flynqy.co.uk/general-aviation/,2026-08-13,2026-08-13
1.2,EGHQ:UL91,EGHQ,UL91,Prüfen,Vor Abflug beim Betreiber prüfen,,,https://www.flynqy.co.uk/general-aviation/,2026-08-13,2026-08-13
1.2,EGKH:AVGAS,EGKH,AVGAS,Ja,AVGAS,AVGAS 1.87 GBP/l laut AeroPS,,https://gat.aerops.com/prices/calculator/EGKH,2026-08-16,2026-08-16
1.2,EGKH:MOGAS_SUPER,EGKH,MOGAS_SUPER,Prüfen,GA-Fuel verfügbar; Sorte aktuell bestätigen,,,https://www.headcornaerodrome.co.uk/pilots-page,2026-08-13,2026-08-13
1.2,EGKH:UL91,EGKH,UL91,Ja,UL91,UL91 1.87 GBP/l laut AeroPS,,https://gat.aerops.com/prices/calculator/EGKH,2026-08-16,2026-08-16
1.2,EGHA:AVGAS,EGHA,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 0.00 GBP/l laut AeroPS,UL94,https://www.comptonairfield.com/visiting-us-by-air/,2026-08-16,2026-08-16
1.2,EGHA:MOGAS_SUPER,EGHA,MOGAS_SUPER,Prüfen,Vor Abflug beim Betreiber prüfen,,UL94,https://www.comptonairfield.com/visiting-us-by-air/,2026-08-13,2026-08-13
1.2,EGHA:UL91,EGHA,UL91,Ja,Avgas UL 91,Avgas UL 91 0.00 GBP/l laut AeroPS,UL94 verfügbar,https://gat.aerops.com/prices/calculator/EGHA,2026-08-16,2026-08-16
1.2,EDLM:AVGAS,EDLM,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 3.06 EUR/l laut AeroPS,,https://xn--flugplatz-loemhle-g3b.de/tanken/,2026-08-16,2026-08-16
1.2,EDLM:MOGAS_SUPER,EDLM,MOGAS_SUPER,Ja,Super Plus,,,https://xn--flugplatz-loemhle-g3b.de/tanken/,2026-08-13,2026-08-13
1.2,EDLM:UL91,EDLM,UL91,Nein,Nicht veröffentlicht,,,https://xn--flugplatz-loemhle-g3b.de/wp-content/uploads/2024/12/Flugplatzdaten.pdf,2026-08-13,2026-08-13
1.2,LSGN:AVGAS,LSGN,AVGAS,Ja,AVGAS 100LL,,,https://www.neuchatel-airport.ch/airport-fees/?lang=de,2026-08-15,2026-08-15
1.2,LSGN:MOGAS_SUPER,LSGN,MOGAS_SUPER,Nein,Nicht veröffentlicht,,,https://www.neuchatel-airport.ch/airport-fees/?lang=de,2026-08-15,2026-08-15
1.2,LSGN:UL91,LSGN,UL91,Nein,Nicht veröffentlicht,,,https://www.neuchatel-airport.ch/airport-fees/?lang=de,2026-08-15,2026-08-15
1.2,EDTM:AVGAS,EDTM,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 3.14 EUR/l laut AeroPS,,https://www.regio-airport-mengen.de/piloteninfo/tankstelle/,2026-08-16,2026-08-16
1.2,EDTM:MOGAS_SUPER,EDTM,MOGAS_SUPER,Ja,Super Plus,2.69,,https://www.regio-airport-mengen.de/piloteninfo/tankstelle/,2026-08-15,2026-08-15
1.2,EDTM:UL91,EDTM,UL91,Nein,Nicht veröffentlicht,,,https://www.regio-airport-mengen.de/piloteninfo/tankstelle/,2026-08-15,2026-08-15
1.2,EDQH:AVGAS,EDQH,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 2.82 EUR/l laut AeroPS,,https://flugplatz-herzogenaurach.de/en/fuel-prices-from-january-1st-2024/,2026-08-16,2026-08-16
1.2,EDQH:MOGAS_SUPER,EDQH,MOGAS_SUPER,Ja,Super 98 EN228,2.31,,https://flugplatz-herzogenaurach.de/en/fuel-prices-from-january-1st-2024/,2026-08-15,2026-08-15
1.2,EDQH:UL91,EDQH,UL91,Nein,Nicht veröffentlicht,,,https://flugplatz-herzogenaurach.de/en/fuel-prices-from-january-1st-2024/,2026-08-15,2026-08-15
1.2,LSZC:AVGAS,LSZC,AVGAS,Nein,Nur Jet A-1,,,https://airportbuochs.ch/en/registration-lszc/,2026-08-15,2026-08-15
1.2,LSZC:MOGAS_SUPER,LSZC,MOGAS_SUPER,Nein,Nur Jet A-1,,,https://airportbuochs.ch/en/registration-lszc/,2026-08-15,2026-08-15
1.2,LSZC:UL91,LSZC,UL91,Nein,Nur Jet A-1,,,https://airportbuochs.ch/en/registration-lszc/,2026-08-15,2026-08-15
1.2,LSZC:JET_A1,LSZC,JET_A1,Ja,Jet-A1,,CHF 2.34/l exkl. 8.1 % MwSt.; Stand 03.08.2026,https://airportbuochs.ch/en/operation/,2026-08-16,2026-08-16
1.2,LSZM:AVGAS,LSZM,AVGAS,Prüfen,AVGAS nur nach frühzeitiger Anfrage bei der Fluggruppe Mollis,,,https://www.mollisairport.ch/ppr-request-less-2250-kg,2026-08-15,2026-08-15
1.2,LSZM:MOGAS_SUPER,LSZM,MOGAS_SUPER,Nein,Nicht veröffentlicht,,,https://www.mollisairport.ch/pilots,2026-08-15,2026-08-15
1.2,LSZM:UL91,LSZM,UL91,Nein,Nicht veröffentlicht,,,https://www.mollisairport.ch/pilots,2026-08-15,2026-08-15
